,2012-10adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2012-11adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2013-01adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2013-02adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2013-03adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2013-04adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2013-05adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2013-06adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2013-10adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2013-11adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2013-12adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2014-01adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2014-02adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2014-03adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2014-04adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2014-05adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2014-06adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2014-07adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2014-09adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2014-10adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2014-11adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2015-01adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2015-02adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2015-03adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2015-04adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2015-05adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2015-06adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2015-07adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2015-08adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2015-09adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2015-11adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2016-01adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2016-02adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2016-03adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2016-04adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2016-05adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2016-09adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2016-10adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2016-11adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2016-12adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2017-01adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2017-02adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2017-03adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2017-04adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2017-05adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2017-06adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2017-07adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2017-11adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space,2017-12adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,space
0,45.0,強い,70.0,られる,155.0,総理,0.0,20.0,新しい,40.0,言う,80.0,私たち,0.0,168.0,強い,399.0,取り組む,1015.0,お尋ね,0.0,544.0,強い,1955.0,できる,1127.0,交渉,0.0,62.0,強い,416.0,できる,342.0,交渉,0.0,23.0,高い,179.0,できる,114.0,重要,0.0,26.0,高い,128.0,できる,121.0,国民,0.0,27.0,強い,32.0,向ける,58.0,経済,0.0,24.0,厳しい,101.0,できる,75.0,企業,0.0,7.0,多い,65.0,できる,117.0,特定秘密,0.0,7.0,新しい,30.0,できる,49.0,秘密,0.0,36.0,厳しい,164.0,できる,257.0,お尋ね,0.0,42.0,やすい,325.0,できる,191.0,政府,0.0,49.0,厳しい,268.0,できる,185.0,政府,0.0,19.0,厳しい,58.0,できる,139.0,お尋ね,0.0,16.0,大きい,180.0,できる,125.0,検討,0.0,13.0,高い,57.0,進める,43.0,地域,0.0,9.0,厳しい,93.0,できる,95.0,国民,0.0,9.0,厳しい,57.0,できる,66.0,お尋ね,0.0,25.0,大きい,206.0,できる,196.0,地域,0.0,9.0,高い,64.0,できる,49.0,地方,0.0,14.0,早い,92.0,できる,69.0,お尋ね,0.0,62.0,強い,454.0,できる,254,お尋ね,0.0,31.0,大きい,288.0,できる,186.0,必要,0.0,10.0,高い,68.0,進める,54.0,政府,0.0,21.0,やすい,135.0,できる,159.0,要件,0.0,23.0,やすい,171.0,できる,148.0,必要,0.0,40.0,やすい,285.0,できる,272.0,国民,0.0,22.0,強い,172.0,できる,161.0,必要,0.0,11.0,厳しい,29.0,できる,51.0,必要,0.0,17.0,高い,112.0,できる,60.0,"*
",0.0,66.0,高い,356.0,できる,271.0,お尋ね,0.0,36.0,高い,246.0,できる,173.0,必要,0.0,45.0,大きい,277.0,できる,188.0,必要,0.0,18.0,新しい,79.0,できる,181.0,"*
",0.0,12.0,早い,42.0,できる,40.0,方々,0.0,42.0,強い,193.0,できる,191.0,お尋ね,0.0,43.0,高い,221.0,できる,194.0,"*
",0.0,35.0,高い,183.0,できる,493.0,"*
",0.0,13.0,新しい,56.0,できる,137.0,"*
",0.0,15.0,大きい,104.0,できる,67.0,状況,0.0,35.0,強い,291.0,できる,171.0,米国,0.0,34.0,強い,188.0,できる,132.0,"*
",0.0,10.0,強い,62.0,できる,81.0,犯罪,0.0,18.0,強い,61.0,できる,74.0,テロ,0.0,13.0,強い,59.0,できる,36.0,大臣,0.0,8.0,厳しい,39.0,知る,66.0,申請,0.0,19.0,厳しい,91.0,できる,96.0,北朝鮮,0.0,6.0,強い,20.0,進める,41.0,お尋ね,0.0
1,20.0,新しい,65.0,できる,105.0,国民,0.0,20.0,軽い,30.0,問う,75.0,国民,0.0,63.0,新しい,378.0,進める,434.0,政府,0.0,239.0,早い,890.0,進める,947.0,必要,0.0,62.0,早い,266.0,進める,258.0,指摘,0.0,21.0,厳しい,98.0,進める,108.0,必要,0.0,17.0,大きい,94.0,進める,116.0,制度,0.0,6.0,厳しい,32.0,進める,52.0,お尋ね,0.0,18.0,大きい,54.0,進める,72.0,必要,0.0,4.0,広い,29.0,られる,115.0,情報,0.0,2.0,早い,22.0,つくる,43.0,ルール,0.0,27.0,高い,150.0,進める,155.0,実現,0.0,35.0,大きい,195.0,進める,169.0,必要,0.0,22.0,強い,191.0,いたす,177.0,必要,0.0,14.0,高い,56.0,図る,81.0,必要,0.0,13.0,難しい,101.0,守る,117.0,必要,0.0,7.0,やすい,49.0,できる,43.0,制度,0.0,9.0,やむを得ない,62.0,守る,84.0,要件,0.0,9.0,強い,47.0,進める,39.0,今後,0.0,21.0,多い,115.0,進める,151.0,地方,0.0,7.0,大きい,44.0,進める,46.0,地域,0.0,14.0,厳しい,69.0,進める,60.0,年度,0.0,54.0,高い,386.0,進める,250,改革,0.0,31.0,強い,174.0,進める,134.0,状況,0.0,8.0,幅広い,47.0,できる,52.0,地域,0.0,19.0,大きい,115.0,られる,155.0,活動,0.0,19.0,大きい,110.0,られる,141.0,国民,0.0,26.0,厳しい,203.0,得る,267.0,必要,0.0,22.0,大きい,128.0,得る,160.0,国民,0.0,6.0,早い,26.0,守る,42.0,政府,0.0,10.0,よい,46.0,進める,47.0,経済,0.0,57.0,新しい,235.0,進める,247.0,"*
",0.0,35.0,大きい,187.0,られる,166.0,制度,0.0,39.0,高い,163.0,られる,155.0,政府,0.0,18.0,高い,39.0,守る,139.0,交渉,0.0,8.0,大きい,28.0,いたす,40.0,必要,0.0,30.0,厳しい,163.0,進める,135.0,国民,0.0,25.0,大きい,136.0,言う,160.0,年金,0.0,35.0,厳しい,111.0,進める,147.0,米国,0.0,12.0,高い,27.0,進める,60.0,ルール,0.0,11.0,低い,67.0,言う,55.0,必要,0.0,30.0,厳しい,213.0,言う,151.0,"*
",0.0,31.0,厳しい,143.0,言う,123.0,答弁,0.0,9.0,厳しい,27.0,られる,56.0,必要,0.0,8.0,高い,44.0,言う,52.0,北朝鮮,0.0,7.0,大きい,42.0,進める,32.0,対応,0.0,3.0,早い,31.0,得る,61.0,今治市,0.0,12.0,高い,53.0,進める,77.0,答弁,0.0,5.0,力強い,17.0,向ける,31.0,政府,0.0
2,15.0,大きい,55.0,いたす,80.0,野田総理,0.0,10.0,よろしい,25.0,進める,70.0,野田総理,0.0,42.0,高い,378.0,できる,413.0,経済,0.0,219.0,厳しい,857.0,持つ,847.0,世界,0.0,58.0,大きい,204.0,守る,256.0,"*
",0.0,18.0,強い,88.0,持つ,103.0,国民,0.0,16.0,強い,69.0,守る,102.0,問題,0.0,4.0,力強い,24.0,目指す,35.0,財政健全化,0.0,13.0,強い,44.0,持つ,66.0,大臣,0.0,4.0,高い,25.0,踏まえる,104.0,指定,0.0,2.0,高い,22.0,言う,32.0,報告,0.0,23.0,幅広い,146.0,向ける,136.0,政府,0.0,25.0,新しい,156.0,つくる,154.0,国民,0.0,22.0,大きい,125.0,進める,154.0,状況,0.0,9.0,新しい,51.0,いたす,73.0,地域,0.0,10.0,新しい,81.0,進める,112.0,行使,0.0,6.0,大きい,29.0,持つ,39.0,今後,0.0,6.0,大きい,41.0,られる,75.0,行使,0.0,8.0,やすい,41.0,向ける,39.0,女性,0.0,19.0,よい,78.0,つくる,122.0,必要,0.0,7.0,厳しい,26.0,つくる,41.0,必要,0.0,14.0,強い,59.0,向ける,59.0,経済,0.0,41.0,大きい,200.0,られる,237,必要,0.0,26.0,やすい,126.0,られる,130.0,政府,0.0,6.0,少ない,34.0,られる,45.0,女性,0.0,18.0,高い,91.0,得る,150.0,国民,0.0,16.0,高い,91.0,得る,138.0,状況,0.0,25.0,大きい,180.0,守る,220.0,要件,0.0,20.0,厳しい,116.0,られる,125.0,平和,0.0,5.0,大きい,24.0,られる,41.0,要件,0.0,8.0,難しい,34.0,られる,36.0,重要,0.0,56.0,大きい,181.0,取り組む,237.0,支援,0.0,29.0,厳しい,166.0,言う,142.0,企業,0.0,38.0,厳しい,154.0,進める,153.0,企業,0.0,11.0,厳しい,34.0,られる,52.0,方々,0.0,7.0,余儀ない,22.0,言う,36.0,状況,0.0,27.0,新しい,129.0,向ける,133.0,実現,0.0,21.0,やすい,112.0,やる,143.0,大臣,0.0,26.0,強い,64.0,られる,124.0,世界,0.0,11.0,強い,27.0,示す,45.0,米国,0.0,11.0,厳しい,62.0,やる,54.0,事実,0.0,25.0,高い,107.0,持つ,137.0,問題,0.0,27.0,高い,105.0,られる,115.0,問題,0.0,8.0,高い,23.0,含む,50.0,締結,0.0,6.0,難しい,34.0,られる,50.0,必要,0.0,6.0,難しい,39.0,持つ,32.0,皆さん,0.0,2.0,高い,30.0,認める,51.0,説明,0.0,11.0,大きい,44.0,言う,64.0,政府,0.0,3.0,高い,15.0,取り組む,30.0,北朝鮮,0.0
3,10.0,重い,45.0,つくる,70.0,みずから,0.0,10.0,ふさわしい,20.0,できる,60.0,約束,0.0,42.0,厳しい,350.0,向ける,385.0,再生,0.0,136.0,新しい,750.0,守る,828.0,参加,0.0,48.0,新しい,202.0,持つ,232.0,必要,0.0,18.0,新しい,70.0,いたす,101.0,指摘,0.0,15.0,厳しい,68.0,踏まえる,99.0,交渉,0.0,3.0,やすい,23.0,示す,33.0,サミット,0.0,9.0,多い,43.0,られる,64.0,状況,0.0,4.0,難しい,24.0,図る,84.0,法案,0.0,2.0,やすい,21.0,持つ,31.0,チェック,0.0,22.0,強い,104.0,取り組む,124.0,今後,0.0,25.0,強い,151.0,いたす,132.0,指摘,0.0,19.0,高い,110.0,られる,129.0,重要,0.0,7.0,幅広い,50.0,進める,72.0,医療,0.0,8.0,幅広い,63.0,られる,88.0,考え方,0.0,5.0,深い,29.0,図る,37.0,農業,0.0,6.0,高い,35.0,言う,75.0,武力攻撃,0.0,8.0,力強い,34.0,取り組む,33.0,世界,0.0,18.0,高い,75.0,持つ,120.0,支援,0.0,6.0,力強い,26.0,取り組む,39.0,事実,0.0,9.0,多い,46.0,取り組む,57.0,政府,0.0,33.0,厳しい,180.0,向ける,211,政府,0.0,22.0,厳しい,93.0,つくる,114.0,企業,0.0,6.0,大きい,28.0,いたす,44.0,重要,0.0,17.0,厳しい,72.0,守る,146.0,必要,0.0,12.0,多い,89.0,言う,100.0,判断,0.0,20.0,高い,164.0,られる,184.0,行使,0.0,18.0,やすい,91.0,守る,103.0,行使,0.0,3.0,やすい,21.0,得る,34.0,国民,0.0,8.0,厳しい,30.0,持つ,35.0,政府,0.0,45.0,厳しい,148.0,向ける,223.0,必要,0.0,21.0,強い,148.0,進める,140.0,政府,0.0,30.0,低い,132.0,取り組む,151.0,対応,0.0,11.0,強い,27.0,言う,51.0,協定,0.0,7.0,強い,19.0,続く,34.0,対応,0.0,27.0,高い,99.0,取り組む,128.0,"*
",0.0,21.0,多い,86.0,いたす,115.0,必要,0.0,21.0,新しい,61.0,守る,123.0,ルール,0.0,11.0,大きい,26.0,られる,40.0,年金,0.0,11.0,よい,51.0,られる,52.0,米国,0.0,17.0,正しい,95.0,られる,123.0,必要,0.0,18.0,大きい,88.0,進める,113.0,政府,0.0,7.0,低い,20.0,言う,50.0,テロ等準備罪,0.0,5.0,大きい,31.0,出す,48.0,自民党,0.0,5.0,多い,33.0,言う,30.0,問題,0.0,2.0,大きい,27.0,受ける,50.0,答弁,0.0,9.0,強い,36.0,述べる,61.0,指摘,0.0,3.0,重い,14.0,踏まえる,30.0,復興,0.0
4,10.0,力強い,35.0,続ける,60.0,責任,0.0,5.0,厳しい,20.0,得る,55.0,総理,0.0,28.0,ふさわしい,259.0,踏まえる,350.0,重要,0.0,104.0,ふさわしい,656.0,言う,779.0,"*
",0.0,48.0,難しい,194.0,つくる,208.0,政府,0.0,15.0,幅広い,68.0,つくる,96.0,状況,0.0,15.0,難しい,67.0,取り組む,92.0,改革,0.0,3.0,広い,20.0,できる,33.0,再生,0.0,9.0,早い,36.0,含める,63.0,重要,0.0,3.0,近い,23.0,守る,65.0,必要,0.0,2.0,にくい,16.0,なす,25.0,法案,0.0,17.0,やすい,88.0,つくる,113.0,国民,0.0,25.0,厳しい,128.0,守る,126.0,重要,0.0,19.0,新しい,96.0,取り組む,124.0,今後,0.0,6.0,多い,44.0,踏まえる,71.0,改革,0.0,8.0,高い,51.0,得る,83.0,政府,0.0,5.0,強い,26.0,取り組む,33.0,必要,0.0,5.0,やすい,29.0,至る,72.0,閣議決定,0.0,7.0,早い,24.0,られる,32.0,地域,0.0,16.0,やすい,75.0,言う,106.0,状況,0.0,6.0,やすい,20.0,いたす,33.0,政策,0.0,9.0,高い,40.0,いたす,52.0,今後,0.0,32.0,早い,146.0,取り組む,205,状況,0.0,22.0,高い,92.0,言う,111.0,国民,0.0,5.0,厳しい,26.0,向ける,44.0,検討,0.0,12.0,新しい,62.0,言う,129.0,平和,0.0,12.0,新しい,87.0,進める,100.0,政府,0.0,16.0,強い,99.0,当たる,184.0,事態,0.0,15.0,新しい,88.0,進める,93.0,重要,0.0,2.0,長い,16.0,変わる,30.0,平和,0.0,7.0,美しい,27.0,つくる,35.0,必要,0.0,39.0,強い,139.0,られる,205.0,経済,0.0,19.0,よい,141.0,見る,137.0,国民,0.0,25.0,多い,109.0,いたす,146.0,政策,0.0,5.0,力強い,26.0,つくる,45.0,結果,0.0,4.0,弱い,16.0,進める,28.0,政府,0.0,23.0,大きい,73.0,られる,113.0,経済,0.0,21.0,厳しい,86.0,持つ,110.0,答弁,0.0,18.0,多い,60.0,示す,113.0,自由貿易,0.0,7.0,よろしい,23.0,しまう,36.0,必要,0.0,10.0,高い,45.0,つくる,52.0,"*
",0.0,15.0,大きい,86.0,やる,109.0,答弁,0.0,16.0,多い,86.0,あり,104.0,必要,0.0,5.0,言うまでもない,19.0,含める,48.0,条約,0.0,4.0,幅広い,28.0,あり,40.0,対策,0.0,4.0,高い,24.0,向ける,28.0,指示,0.0,1.0,長い,26.0,あり,45.0,国家戦略特区,0.0,8.0,注意深い,34.0,受ける,57.0,必要,0.0,3.0,やすい,12.0,できる,27.0,予算,0.0
5,10.0,美しい,35.0,果たす,60.0,政権,0.0,5.0,暑い,20.0,答える,50.0,皆さん,0.0,28.0,幅広い,168.0,取り戻す,343.0,強化,0.0,103.0,難しい,609.0,つくる,702.0,国民,0.0,34.0,高い,174.0,られる,190.0,国民,0.0,15.0,早い,66.0,言う,88.0,政府,0.0,11.0,やすい,67.0,られる,91.0,政府,0.0,3.0,望ましい,20.0,踏まえる,33.0,社会保障,0.0,8.0,難しい,34.0,いたす,57.0,国家安全保障,0.0,3.0,厳しい,21.0,得る,64.0,秘密,0.0,2.0,厳しい,14.0,守る,24.0,総理大臣,0.0,17.0,美しい,87.0,踏まえる,111.0,制度,0.0,18.0,正しい,121.0,持つ,125.0,今後,0.0,17.0,よろしい,93.0,持つ,114.0,指摘,0.0,6.0,よい,36.0,られる,67.0,制度,0.0,8.0,強い,49.0,言う,78.0,国民,0.0,5.0,美しい,25.0,られる,32.0,重要,0.0,4.0,幅広い,28.0,脅かす,66.0,必要,0.0,7.0,よい,22.0,目指す,30.0,改革,0.0,14.0,厳しい,67.0,取り組む,93.0,企業,0.0,5.0,親しい,19.0,られる,33.0,お尋ね,0.0,9.0,大きい,34.0,図る,51.0,国民,0.0,27.0,低い,145.0,得る,195,国民,0.0,21.0,早い,77.0,持つ,111.0,方々,0.0,5.0,低い,24.0,取り組む,44.0,国民,0.0,9.0,幅広い,59.0,持つ,119.0,安全,0.0,10.0,強い,80.0,守る,89.0,重要,0.0,15.0,にくい,94.0,言う,183.0,武力攻撃,0.0,13.0,揺るぎない,61.0,持つ,89.0,地域,0.0,2.0,幅広い,12.0,いたす,25.0,自衛隊,0.0,6.0,強い,24.0,守る,32.0,交渉,0.0,38.0,低い,136.0,見る,198.0,政府,0.0,18.0,正しい,115.0,やる,136.0,確保,0.0,24.0,強い,101.0,見る,137.0,重要,0.0,4.0,やすい,25.0,出す,44.0,ルール,0.0,3.0,若い,16.0,見る,23.0,皆さん,0.0,21.0,やすい,66.0,目指す,105.0,支援,0.0,20.0,強い,83.0,進める,94.0,交渉,0.0,17.0,粘り強い,60.0,言う,97.0,協定,0.0,5.0,厳しい,20.0,取り組む,36.0,制度,0.0,10.0,強い,38.0,進める,43.0,政府,0.0,15.0,揺るぎない,82.0,進める,107.0,事実,0.0,16.0,短い,68.0,取り組む,103.0,発言,0.0,4.0,幼い,19.0,踏まえる,45.0,テロ,0.0,4.0,早い,26.0,向ける,39.0,条約,0.0,4.0,激しい,21.0,られる,26.0,考え,0.0,1.0,強い,24.0,進める,44.0,提案,0.0,7.0,多い,32.0,取り組む,54.0,国民,0.0,3.0,早い,10.0,努める,26.0,必要,0.0
6,5.0,著しい,35.0,述べる,50.0,約束,0.0,5.0,よい,20.0,あり,45.0,政党,0.0,28.0,広い,147.0,含める,322.0,国民,0.0,102.0,やすい,609.0,いたす,655.0,判断,0.0,32.0,厳しい,142.0,やる,188.0,検討,0.0,13.0,難しい,64.0,られる,75.0,制度,0.0,11.0,早い,56.0,いたす,88.0,立場,0.0,2.0,幅広い,18.0,含める,32.0,今後,0.0,7.0,高い,34.0,守る,56.0,お尋ね,0.0,3.0,新しい,19.0,当たる,58.0,国民,0.0,1.0,頼もしい,12.0,あり,23.0,情報,0.0,15.0,ふさわしい,72.0,目指す,110.0,重要,0.0,14.0,高い,113.0,言う,122.0,私たち,0.0,16.0,早い,91.0,向ける,112.0,答弁,0.0,6.0,早い,35.0,取り組む,61.0,確保,0.0,7.0,よい,44.0,図る,77.0,集団的自衛権,0.0,3.0,弱い,22.0,いたす,32.0,検討,0.0,4.0,よい,27.0,覆す,61.0,自衛隊,0.0,6.0,高い,22.0,持つ,29.0,国民,0.0,13.0,低い,67.0,られる,90.0,課題,0.0,3.0,よい,19.0,図る,27.0,国民,0.0,7.0,長い,33.0,られる,51.0,地域,0.0,26.0,多い,139.0,図る,193,今後,0.0,16.0,多い,75.0,見る,94.0,私たち,0.0,4.0,やすい,20.0,踏まえる,41.0,エネルギー,0.0,9.0,長い,56.0,いう,115.0,事態,0.0,9.0,厳しい,56.0,いたす,83.0,方々,0.0,14.0,幅広い,86.0,いう,170.0,攻撃,0.0,12.0,高い,59.0,言う,87.0,集団的自衛権,0.0,2.0,深い,12.0,言う,25.0,行使,0.0,6.0,早い,22.0,含める,29.0,今後,0.0,32.0,幅広い,118.0,いたす,183.0,政策,0.0,18.0,低い,104.0,つくる,135.0,状況,0.0,23.0,力強い,85.0,言う,133.0,今後,0.0,4.0,大きい,23.0,進める,39.0,政府,0.0,3.0,難しい,16.0,おっしゃる,23.0,私たち,0.0,20.0,力強い,62.0,持つ,104.0,必要,0.0,17.0,正しい,82.0,られる,90.0,皆さん,0.0,16.0,大きい,53.0,向ける,92.0,交渉,0.0,4.0,広い,20.0,言う,36.0,世界,0.0,10.0,早い,37.0,含める,41.0,国民,0.0,14.0,多い,69.0,得る,107.0,経済,0.0,14.0,やすい,66.0,いたす,99.0,大臣,0.0,3.0,よい,16.0,向ける,45.0,負担,0.0,4.0,よろしい,26.0,得る,38.0,重要,0.0,3.0,厳しい,21.0,得る,25.0,"*
",0.0,1.0,細かい,23.0,できる,38.0,加計学園,0.0,6.0,力強い,31.0,踏まえる,50.0,説明,0.0,3.0,きめ細かい,9.0,図る,24.0,今後,0.0
7,5.0,軽い,30.0,示す,50.0,日米同盟,0.0,5.0,早い,15.0,果たす,35.0,定数,0.0,28.0,力強い,140.0,図る,308.0,必要,0.0,98.0,力強い,605.0,られる,610.0,問題,0.0,28.0,よい,136.0,踏まえる,188.0,状況,0.0,12.0,大きい,63.0,いう,74.0,皆さん,0.0,11.0,新しい,56.0,言う,85.0,必要,0.0,2.0,早い,17.0,取り組む,32.0,実現,0.0,6.0,低い,33.0,取り組む,55.0,課題,0.0,3.0,よろしい,17.0,定める,48.0,指摘,0.0,1.0,正しい,11.0,いける,22.0,法律,0.0,15.0,大きい,67.0,持つ,108.0,検討,0.0,14.0,よい,112.0,られる,121.0,状況,0.0,16.0,やすい,82.0,踏まえる,108.0,方々,0.0,5.0,やすい,26.0,基づく,57.0,重要,0.0,7.0,美しい,44.0,持つ,73.0,地域,0.0,3.0,正しい,17.0,踏まえる,32.0,確保,0.0,4.0,重い,26.0,認める,60.0,判断,0.0,6.0,新しい,15.0,得る,29.0,全て,0.0,12.0,強い,65.0,含める,89.0,事実,0.0,3.0,良い,19.0,働く,26.0,状況,0.0,6.0,低い,33.0,つくる,49.0,必要,0.0,24.0,新しい,138.0,含める,192,重要,0.0,15.0,正しい,62.0,向ける,93.0,地域,0.0,4.0,新しい,17.0,目指す,39.0,必要,0.0,8.0,よろしい,52.0,認める,95.0,行使,0.0,9.0,にくい,48.0,持つ,82.0,要件,0.0,11.0,長い,84.0,いたす,169.0,活動,0.0,12.0,低い,52.0,述べる,85.0,今後,0.0,2.0,難しい,11.0,持つ,21.0,指摘,0.0,5.0,ふさわしい,21.0,言う,29.0,課題,0.0,30.0,よい,117.0,働く,182.0,国民,0.0,16.0,多い,97.0,いたす,130.0,経済,0.0,23.0,幅広い,80.0,向ける,132.0,確保,0.0,4.0,若い,23.0,いたす,37.0,対策,0.0,3.0,新しい,15.0,含める,22.0,実質,0.0,15.0,早い,58.0,いたす,104.0,対策,0.0,15.0,新しい,82.0,いける,87.0,支援,0.0,11.0,やすい,52.0,持つ,89.0,経済,0.0,4.0,早い,19.0,つくる,33.0,国内,0.0,9.0,新しい,35.0,持つ,39.0,指摘,0.0,13.0,新しい,66.0,つくる,93.0,トランプ大統領,0.0,12.0,早い,66.0,やる,90.0,今後,0.0,3.0,幅広い,16.0,限る,43.0,北朝鮮,0.0,4.0,おかしい,24.0,進める,37.0,テロ等準備罪,0.0,3.0,力強い,20.0,決める,24.0,地域,0.0,1.0,詳しい,19.0,入る,38.0,諮問,0.0,6.0,重い,31.0,含める,47.0,今後,0.0,2.0,厳しい,8.0,いたす,22.0,確保,0.0
8,5.0,恥ずかしい,30.0,迎える,45.0,外交,0.0,5.0,にくい,15.0,たがえる,25.0,言葉,0.0,21.0,やすい,133.0,いたす,301.0,検討,0.0,97.0,美しい,596.0,含める,572.0,米国,0.0,26.0,多い,134.0,言う,174.0,経済,0.0,12.0,長い,62.0,取り組む,73.0,改革,0.0,8.0,長い,50.0,持つ,82.0,重要,0.0,2.0,高い,16.0,いたす,31.0,取り組み,0.0,5.0,新しい,33.0,出る,54.0,安全保障,0.0,2.0,よい,16.0,いたす,47.0,国会,0.0,1.0,よい,11.0,出す,22.0,解除,0.0,15.0,新しい,63.0,図る,103.0,必要,0.0,13.0,美しい,70.0,向ける,120.0,地域,0.0,14.0,難しい,70.0,図る,107.0,確保,0.0,5.0,大きい,22.0,向ける,55.0,介護,0.0,6.0,やすい,42.0,いたす,60.0,平和,0.0,3.0,新しい,17.0,働く,31.0,医療,0.0,3.0,よろしい,22.0,つくる,54.0,集団的自衛権,0.0,4.0,美しい,14.0,基づく,28.0,支援,0.0,11.0,早い,65.0,見る,89.0,お尋ね,0.0,3.0,多い,18.0,持つ,25.0,課題,0.0,5.0,力強い,31.0,含める,46.0,対策,0.0,24.0,力強い,138.0,持つ,188,指摘,0.0,15.0,良い,61.0,取り組む,91.0,確保,0.0,4.0,良い,15.0,図る,34.0,お尋ね,0.0,6.0,近い,46.0,当たる,93.0,答弁,0.0,9.0,難しい,45.0,おっしゃる,80.0,行使,0.0,10.0,新しい,74.0,認める,167.0,自衛隊,0.0,10.0,幅広い,47.0,当たる,81.0,状況,0.0,1.0,遅い,10.0,もつ,21.0,平和安全法制,0.0,5.0,幅広い,21.0,上げる,27.0,方々,0.0,27.0,力強い,104.0,上がる,181.0,確保,0.0,15.0,難しい,89.0,持つ,128.0,政策,0.0,21.0,やすい,79.0,得る,129.0,状況,0.0,4.0,安い,20.0,講じる,36.0,対応,0.0,3.0,良い,15.0,向ける,22.0,名目,0.0,11.0,幅広い,55.0,働く,84.0,今後,0.0,14.0,難しい,73.0,守る,85.0,結果,0.0,10.0,力強い,50.0,つくる,83.0,年金,0.0,4.0,良い,18.0,つながる,31.0,政府,0.0,8.0,長い,31.0,いける,39.0,調査,0.0,12.0,よい,66.0,含める,84.0,指摘,0.0,9.0,力強い,63.0,いう,87.0,指摘,0.0,2.0,よろしい,16.0,おく,41.0,処罰,0.0,3.0,やすい,24.0,含む,36.0,発言,0.0,3.0,固い,18.0,取り組む,24.0,答弁,0.0,1.0,よい,17.0,られる,38.0,会議,0.0,5.0,難しい,29.0,得る,47.0,状況,0.0,2.0,よい,7.0,引き続く,20.0,支援,0.0
